ORGANISM_NAME,ORGANISM_ID,STRAIN_IDS,SOURCE,STRAIN_IDENTIFICATION,COLLECT_DATE,COLLECT_COUNTRY,COLLECT_REGION,COLLECT_SPECIE,COLLECT_TISSUE,DRUG_NAME,DRUG_CLASS,DRUG_SUBCLASS,ANTIMICRO,ANTIMICRO_CLASS,BMD_MIC,MIC_UNIT,BMD_BP
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,8,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,64,ug/mL,S
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,4|76,ug/mL|ug/mL,I
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,0.5,ug/mL,S
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>64,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,8|4,ug/mL|ug/mL,S
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,0.5,ug/mL,S
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.0625,ug/mL,S
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,16,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,>256,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,2,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,128,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,>64,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,4,ug/mL,S
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,>64,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,4,ug/mL,
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,2,ug/mL,
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,1,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|2,ug/mL|ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,>32,ug/mL,R
Serratia marcescens,Sm-0756-BR,SMA 7,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,8|2,ug/mL|ug/mL,S
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,0.125,ug/mL,S
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,1,ug/mL,S
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Imipenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Levofloxacin,Quinolone,Fluoroquinolone (3rd) antipseudomonal,Bacteria,Fluoroquinolone,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Moxifloxacin,Quinolone,Fluoroquinolone (4th),Bacteria,Fluoroquinolone,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Nalidixic acid,Quinolone,Quinolone (1st),Bacteria,Quinolone,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Nitrofurantoin,NitroAromatic,Nitrofuran,Bacteria,Nitro Aromatic,128,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ofloxacin,Quinolone,Fluoroquinolone (2nd),Bacteria,Fluoroquinolone,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Piperacillin,Beta-lactam,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Piperacillin|Tazobactam,Beta-lactam|BLI,UreidoPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,>64|4,ug/mL|ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Polymyxin B,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Streptomycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,>64,ug/mL,
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,>32,ug/mL,
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ticarcillin|Clavulanic acid,Beta-lactam|BLI,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin|BLI,8|2,ug/mL|ug/mL,S
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Tobramycin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,0.0625,ug/mL,S
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Trimethoprim|Sulfamethoxazole,DHFR inhibitor,,Bacteria,Folate inhibitor,>64|1216,ug/mL|ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ceftriaxone,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,>64,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Meropenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Minocycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Amoxicillin|Clavulanic acid,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,64|2,ug/mL|ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ampicillin,Beta-lactam,Aminopenicillin,Bacteria,Penicillin,>64,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Azithromycin,Transpeptidation,Macrolide,Bacteria,Macrolide,0.125,ug/mL,S
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Aztreonam,Beta-lactam,Monobactam,Bacteria,Monobactam,64,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Carbenicillin,Beta-lactam,CarboxyPenicillin,Bacteria,Penicillin,4,ug/mL,
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,4,ug/mL,I
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,2,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,>32,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Fosfomycin,NAM synthesis,Phosphonic Acid,Bacteria,Phosphonic Acid,>256,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Amikacin,Aminoglycoside,Streptomyces,Bacteria,Aminoglycoside,1,ug/mL,S
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Ampicillin|Sulbactam,Beta-lactam|BLI,Aminopenicillin; antipseudomomal,Bacteria,Penicillin|BLI,16|4,ug/mL|ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefalotin,Beta-lactam,Cephalosporin (1st),Bacteria,Cephalosporin,0.25,ug/mL,
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,>128,ug/mL,R
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Gentamicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,1,ug/mL,S
Serratia marcescens,Sm-0757-BR,SMA 8,"UNIFESP  (Sao Paulo, Brazil)",Collaborator: Serratia marcescens (MALDI-TOF),2020-01-05,Brazil,Sao Paulo,Human,Infection,Netilmicin,Aminoglycoside,Micromonospora,Bacteria,Aminoglycoside,64,ug/mL,R
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Tetracycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,0.125,ug/mL,S
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Ticarcillin,Beta-lactam,CarboxyPenicillin; antipseudomomal,Bacteria,Penicillin,16,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Cefazolin,Beta-lactam,Cephalosporin (1st); Non-extended spectrum,Bacteria,Cephalosporin,0.25,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Cefepime,Beta-lactam,Cephalosporin (4th); Extended spectrum antipseudomonal ,Bacteria,Cephalosporin,<=0.001,ug/mL,S
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Cefotaxime,Beta-lactam,Cephalosporin (3rd); Extended spectrum,Bacteria,Cephalosporin,<=0.002,ug/mL,S
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Cefoxitin,Beta-lactam,Cephalosporin (2nd),Bacteria,Cephalosporin,0.25,ug/mL,S
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Ceftaroline,Beta-lactam,Cephalosporin (5th); anti-MRSA,Bacteria,Cephalosporin,0.0039,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Cefuroxime,Beta-lactam,Cephalosporin (2ns); Non-extended spectrum,Bacteria,Cephalosporin,0.001,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Chloramphenicol,Peptidyl transferase,Amphenicol,Bacteria,Phenicol,0.0078,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Ciprofloxacin,Quinolone,Fluoroquinolone (2nd); antipseudomonal,Bacteria,Fluoroquinolone,4,ug/mL,R
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Colistin,Peptide,Cyclic Cationic Peptide,Bacteria,Polymyxin,>16,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Doripenem,Beta-lactam,Carbapenem; Antipseudomonal,Bacteria,Carbapenem,1,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Doxycycline,Tetracycline,Tetracycline,Bacteria,Tetracycline,0.25,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Tigecycline,Tetracycline,Glycylcycline,Bacteria,Tetracycline,0.0156,ug/mL,
Neisseria gonorrhoeae,Ng-0925-VE,1073878,IHMA,Collaborator: Neisseria gonorrhoeae,2014-12-31,Venezuela,,Human,Reproductive: Urethra,Ertapenem,Beta-lactam,Carbapenem,Bacteria,Carbapenem,0.0078,ug/mL,
